Комиссия,УИК,"Число избирателей, внесенных в список избирателей на момент окончания голосования","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования",Число погашенных избирательных бюллетеней,"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования","Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования",Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Амосов Михаил Иванович,Амосов Михаил Иванович %,Беглов Александр Дмитриевич,Беглов Александр Дмитриевич %,Тихонова Надежда Геннадьевна,Тихонова Надежда Геннадьевна %
Территориальная избирательная комиссия №8,УИК №1721,1819,1500,530,12,958,12,530,11,531,0,0,54,9.96,416,76.75,61,11.25
Территориальная избирательная комиссия №8,УИК №1722,2207,1600,724,3,873,3,724,30,697,0,0,62,8.53,549,75.52,86,11.83
Территориальная избирательная комиссия №9,УИК №1793,1930,1600,804,18,778,18,804,23,799,0,0,124,15.09,578,70.32,97,11.80
Территориальная избирательная комиссия №9,УИК №1794,2343,2000,1050,13,937,13,1033,18,1028,0,0,127,12.14,793,75.81,108,10.33
Территориальная избирательная комиссия №9,УИК №1795,1826,1500,814,11,675,11,814,25,800,0,0,44,5.33,722,87.52,34,4.12
Территориальная избирательная комиссия №9,УИК №1796,1462,1200,586,13,601,13,580,19,574,0,0,66,11.13,438,73.86,70,11.80
Территориальная избирательная комиссия №9,УИК №1797,1754,1500,613,4,883,4,612,24,592,0,0,100,16.23,401,65.10,91,14.77
Территориальная избирательная комиссия №9,УИК №1798,2043,2000,1023,11,966,11,1011,29,993,0,0,153,14.97,746,72.99,94,9.20
Территориальная избирательная комиссия №9,УИК №1799,1827,1500,844,71,585,71,830,8,893,0,0,89,9.88,730,81.02,74,8.21
Территориальная избирательная комиссия №9,УИК №1800,1993,2000,1027,9,964,9,1027,22,1014,0,0,132,12.74,814,78.57,68,6.56
Территориальная избирательная комиссия №9,УИК №1801,2149,2000,1024,17,959,17,1024,24,1017,0,0,158,15.18,757,72.72,102,9.80
Территориальная избирательная комиссия №9,УИК №1802,2485,2000,1196,58,746,58,1174,4,1228,0,0,147,11.93,994,80.68,87,7.06
Территориальная избирательная комиссия №9,УИК №1803,2585,2000,694,12,1294,12,694,31,675,0,0,115,16.29,408,57.79,152,21.53
Территориальная избирательная комиссия №9,УИК №1804,2235,2000,1019,84,897,84,1019,24,1079,0,0,102,9.25,901,81.69,76,6.89
Территориальная избирательная комиссия №9,УИК №1805,2619,2000,1098,13,889,13,1018,30,1001,0,0,142,13.77,718,69.64,141,13.68
Территориальная избирательная комиссия №9,УИК №1806,1876,1500,760,109,631,109,760,17,852,0,0,113,13.00,630,72.50,109,12.54
Территориальная избирательная комиссия №9,УИК №1807,2814,2500,1158,19,1323,19,1158,18,1159,0,0,181,15.38,837,71.11,141,11.98
Территориальная избирательная комиссия №9,УИК №1808,2416,2000,1057,17,926,17,1055,20,1052,0,0,141,13.15,791,73.79,120,11.19
Территориальная избирательная комиссия №9,УИК №1809,1584,1500,493,5,1002,5,493,13,485,0,0,107,21.49,301,60.44,77,15.46
Территориальная избирательная комиссия №9,УИК №1810,2849,2500,2033,20,447,9,2020,18,2011,0,0,243,11.98,1553,76.54,215,10.60
Территориальная избирательная комиссия №9,УИК №1812,2562,2000,645,7,1348,7,645,14,638,0,0,133,20.40,391,59.97,114,17.48
Территориальная избирательная комиссия №9,УИК №1813,2675,2000,646,11,1343,11,646,13,644,0,0,114,17.35,383,58.30,147,22.37
Территориальная избирательная комиссия №9,УИК №1814,1882,1500,456,24,1020,24,456,16,464,0,0,74,15.42,296,61.67,94,19.58
Территориальная избирательная комиссия №9,УИК №1815,1756,1500,436,6,1058,6,436,11,431,0,0,61,13.80,329,74.43,41,9.28
Территориальная избирательная комиссия №9,УИК №1816,1841,1500,447,23,1030,23,447,15,455,0,0,100,21.28,282,60.00,73,15.53
Территориальная избирательная комиссия №9,УИК №1817,2045,1800,490,6,1304,6,489,6,489,0,0,108,21.82,281,56.77,100,20.20
Территориальная избирательная комиссия №9,УИК №1818,1478,1200,442,4,754,4,441,15,430,0,0,69,15.51,267,60.00,94,21.12
Территориальная избирательная комиссия №9,УИК №1819,2193,2000,576,8,1416,8,576,14,570,0,0,101,17.29,359,61.47,110,18.84
Территориальная избирательная комиссия №9,УИК №1820,1305,1500,394,6,1100,6,394,12,388,0,0,104,26.00,220,55.00,64,16.00
Территориальная избирательная комиссия №9,УИК №1821,2237,2000,609,19,1372,19,609,13,615,0,0,133,21.18,365,58.12,117,18.63
Территориальная избирательная комиссия №9,УИК №1822,1908,1500,589,2,909,2,587,8,581,0,0,109,18.51,373,63.33,99,16.81
Территориальная избирательная комиссия №9,УИК №1823,2066,2000,625,7,1368,7,625,19,613,0,0,113,17.88,391,61.87,109,17.25
Территориальная избирательная комиссия №9,УИК №1824,2214,2000,552,5,1443,5,550,7,548,0,0,134,24.14,297,53.51,117,21.08
Территориальная избирательная комиссия №9,УИК №1825,2116,1500,506,6,988,6,506,20,492,0,0,75,14.65,319,62.30,98,19.14
Территориальная избирательная комиссия №9,УИК №1826,1816,1500,406,2,1092,2,406,13,395,0,0,81,19.85,222,54.41,92,22.55
Территориальная избирательная комиссия №9,УИК №1827,2272,2000,641,3,1356,3,639,20,622,0,0,115,17.91,382,59.50,125,19.47
Территориальная избирательная комиссия №9,УИК №1828,2261,2000,683,23,1297,23,680,15,688,0,3,118,16.79,446,63.44,124,17.64
Территориальная избирательная комиссия №9,УИК №1829,1424,1100,354,1,745,1,353,10,344,0,0,83,23.45,185,52.26,76,21.47
Территориальная избирательная комиссия №9,УИК №1830,1178,1000,286,19,695,19,286,7,298,0,0,42,13.77,208,68.20,48,15.74
Территориальная избирательная комиссия №9,УИК №1831,1993,1500,526,13,961,13,523,15,521,0,0,100,18.66,338,63.06,83,15.49
Территориальная избирательная комиссия №9,УИК №1832,2270,2000,531,39,1430,39,529,8,560,0,0,104,18.31,350,61.62,106,18.66
Территориальная избирательная комиссия №9,УИК №1833,1588,1500,376,9,1115,9,375,5,379,0,0,71,18.49,258,67.19,50,13.02
Территориальная избирательная комиссия №9,УИК №1834,1713,1500,432,4,1064,4,431,7,428,0,0,102,23.45,245,56.32,81,18.62
Территориальная избирательная комиссия №9,УИК №1835,2443,2000,643,12,1345,12,643,11,644,0,0,86,13.13,445,67.94,113,17.25
Территориальная избирательная комиссия №9,УИК №1836,2361,2000,842,24,1134,24,768,12,780,0,0,42,5.30,699,88.26,39,4.92
Территориальная избирательная комиссия №9,УИК №1837,2262,2000,570,4,1424,4,570,12,562,2,0,62,10.80,427,74.39,73,12.72
Территориальная избирательная комиссия №9,УИК №1838,2588,2000,628,7,1365,7,627,11,623,0,0,137,21.61,377,59.46,109,17.19
Территориальная избирательная комиссия №9,УИК №1839,2505,2000,634,3,1363,3,633,21,615,0,0,100,15.72,421,66.19,94,14.78
Территориальная избирательная комиссия №9,УИК №1840,2296,2000,583,5,1404,5,583,16,572,8,0,117,19.90,343,58.33,112,19.05
Территориальная избирательная комиссия №9,УИК №1841,2084,1500,496,6,998,6,496,10,492,0,0,112,22.31,286,56.97,94,18.73
Территориальная избирательная комиссия №9,УИК №1842,1569,1500,399,4,1097,4,398,10,392,0,0,74,18.41,235,58.46,83,20.65
Территориальная избирательная комиссия №9,УИК №1843,2321,2000,551,4,1445,4,550,13,541,0,0,153,27.62,264,47.65,124,22.38
Территориальная избирательная комиссия №9,УИК №1844,2539,2000,609,2,1389,2,609,12,599,0,0,90,14.73,423,69.23,86,14.08
Территориальная избирательная комиссия №10,УИК №199,2097,2000,496,8,1496,8,496,19,485,0,0,81,16.07,295,58.53,109,21.63
Территориальная избирательная комиссия №10,УИК №200,2366,2000,583,5,1412,5,583,20,568,0,0,75,12.76,368,62.59,125,21.26
Территориальная избирательная комиссия №10,УИК №201,1659,1500,373,12,1115,12,373,12,373,0,0,46,11.95,244,63.38,83,21.56
Территориальная избирательная комиссия №10,УИК №202,1666,1500,406,4,1090,4,406,11,399,0,0,63,15.37,282,68.78,54,13.17
Территориальная избирательная комиссия №10,УИК №203,859,800,143,1,656,1,143,7,137,0,0,37,25.69,71,49.31,29,20.14
Территориальная избирательная комиссия №10,УИК №204,1792,1500,440,10,1050,10,440,8,442,0,0,69,15.33,296,65.78,77,17.11
Территориальная избирательная комиссия №10,УИК №205,2000,2000,525,75,1400,75,523,20,578,0,0,99,16.56,382,63.88,97,16.22
Территориальная избирательная комиссия №10,УИК №206,2017,2000,529,104,1367,104,529,14,619,0,0,88,13.90,424,66.98,107,16.90
Территориальная избирательная комиссия №10,УИК №207,1263,1000,397,9,594,9,396,8,397,0,0,79,19.51,248,61.23,70,17.28
Территориальная избирательная комиссия №10,УИК №208,2528,2000,645,7,1348,7,645,15,637,0,0,137,21.01,368,56.44,132,20.25
Территориальная избирательная комиссия №10,УИК №209,2081,2000,527,12,1461,12,526,10,528,0,0,97,18.03,333,61.90,98,18.22
Территориальная избирательная комиссия №10,УИК №210,2366,2000,705,51,1244,51,705,25,731,0,0,127,16.80,481,63.62,123,16.27
Территориальная избирательная комиссия №10,УИК №211,2814,2000,664,5,1331,5,664,11,658,0,0,130,19.43,404,60.39,124,18.54
Территориальная избирательная комиссия №10,УИК №212,2282,2000,615,59,1326,57,614,17,654,0,0,105,15.65,423,63.04,126,18.78
Территориальная избирательная комиссия №10,УИК №213,2230,2000,616,96,1288,96,604,14,686,0,0,121,17.29,463,66.14,102,14.57
Территориальная избирательная комиссия №10,УИК №214,2420,2000,671,95,1234,95,671,10,756,0,0,112,14.62,514,67.10,130,16.97
Территориальная избирательная комиссия №10,УИК №215,2395,2000,649,19,1332,19,649,23,645,0,0,128,19.16,389,58.23,128,19.16
